자 재	자재 내역	자재유형	자재유형 내역	생산저장위치	기준단위	포장단위	수출 포장 단위		
HIB0001S16	히알2000주 0.85mL 1S 스리랑카	FERT	완제품	2610	SYR	1S	100	구형흥아	0.17
HIB0001SE00	히알2000주 0.85mL 1S(EO)	FERT	완제품	1502	PAC	#N/A	0	구형흥아	
HIC0001S00	히알플러스주 0.95mL 1S	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	0.17
HIC0001SE00	히알플러스주 0.95mL 1S(EO)	FERT	완제품	1502	PAC	#N/A	#N/A	구형흥아	
HID0001S01	히알 플러스 주 0.85mL 1S LGLS(영문공통)	FERT	완제품	2610	SYR	1S	100	구형흥아	0.17
HID0001S02	히알 플러스 주 0.85mL 1S (베네주엘라)	FERT	완제품	2610	SYR	1S	100	#N/A	0.17
HID0001S03	하이원포르테 주 0.85mL 1S(태국)	FERT	완제품	2610	SYR	1S	100	구형흥아	0.17
HID0001S04	히알플러스주 1S 0.85(중국의료기기)	FERT	완제품	2610	SYR	1S	100	구형흥아	0.17
HID0001S05	히알플러스주 0.85mL 72S (우크라이나)	FERT	완제품	2610	SYR	72S	144	구형흥아	0.17
HID0001S07	히알플러스 주 1S 0.85 (페루)	FERT	완제품	2610	SYR	1S	144	#N/A	0.17
HID0001S08	히알 플러스 주 0.85mL 1S LGLS(영문공통)	FERT	완제품	2610	SYR	1S	100	구형흥아	0.17
HID0001S09	히알플러스주 0.85mL 1S 인도	FERT	완제품	2610	SYR	#N/A	100	#N/A	0.17
HID0001SE00	히알플러스 0.85mL 1S(EO)	FERT	완제품	1502	PAC	#N/A	#N/A	#N/A	
HIE0001S00	히알플러스주 1.0mL 1S	FERT	완제품	2610	PAC	1S	100	#N/A	0.17
HIE0001SE00	히알플러스주 1.0mL 1S(EO)	FERT	완제품	1502	PAC	#N/A	100	구형흥아	
HIF0010V00	메조글로	FERT	완제품	2610	PAC	10V	#N/A	#N/A	0.17
HIN0001S00	히알2000주 0.95mL 1S	FERT	완제품	2610	PAC	1S	0	#N/A	0.17
HIN0001SE00	히알2000주 0.95mL 1S(EO)	FERT	완제품	1502	PAC	#N/A	100	구형흥아	
HIR0001S01	히루안 주 2.5mL 5S 영문 LGLS(수출공통)	FERT	완제품	2610	SYR	5S	295	구형흥아	0.17
HIR0001S02	tr	FERT	완제품	2610	SYR	5S	295	구형흥아	0.17
HIR0001S03	히루안 주 2.5mL 1×5S  인도	FERT	완제품	2610	SYR	1×5S	235	구형흥아	0.17
HIR0001S05	히루안 주 2.5mL 5S LGLS 베트남	FERT	완제품	2610	SYR	5S	295	구형흥아	0.17
HIR0001S06	히루안주 2.5mL 5S LGLS 리비아	FERT	완제품	2610	SYR	5S	295	구형흥아	0.17
HIR0001S07	히루안주 2.5mL 1*5S LGLS 파키스탄	FERT	완제품	2610	SYR	1*5S	235	구형흥아	0.17
HIR0001S09	히루안주 2.5mL 5S LGLS 인도네시아	FERT	완제품	2610	SYR	5S	235	구형흥아	0.17
HIR0001S11	히루안주 2.5mL 1S LGLS 말레이지아	FERT	완제품	2610	SYR	1S	288	구형흥아	0.17
HIR0001S12	히루안주 2.5mL 1S LGLS 콜럼비아	FERT	완제품	2610	SYR	1S	288	구형흥아	0.17
HIR0001S13	히루안주 2.5mL 5S 영문 신규(수출공통)	FERT	완제품	2610	SYR	5S	295	구형흥아	0.17
HIR0001S14	히루안 주 2.5mL 5S 시리아	FERT	완제품	2610	SYR	5S	295	구형흥아	0.17
HIR0001S15	히루안 주 2.5mL 5S 수단	FERT	완제품	2610	SYR	5S	295	구형흥아	0.17
HIR0001S16	히루안 주 2.5mL 5S 페루	FERT	완제품	2610	SYR	5S	295	구형흥아	0.17
HIR0001S17	히루안주 2.5mL 1S 예맨	FERT	완제품	2610	SYR	1S	288	구형흥아	0.17
HIR0001S18	히루안 주 2.5mL 5S 몽골	FERT	완제품	2610	SYR	5S	295	구형흥아	0.17
HIR0001S19	히루안주 2.5mL 5S 그루지	FERT	완제품	2610	SYR	5S	295	구형흥아	0.17
HIR0001S20	히루안주 2.5mL 5S 태국	FERT	완제품	2610	SYR	5S	295	구형흥아	0.17
HIR0001S21	히루안주 2.5mL 5S 러시아	FERT	완제품	2610	SYR	5S	295	구형흥아	0.17
HIR0001S22	히루안주 2.5mL 5S 네팔	FERT	완제품	2610	SYR	5S	235	구형흥아	0.17
HIR0005S00	히루안주 2.5mL 5S	FERT	완제품	2610	PAC	5S	295	구형흥아	0.17
HMG0001V00	아이브이에프엠에이치피주 75아이유	FERT	완제품	2610	PAC	#N/A	295	신형흥아	0.17
HMG0001V01	IVF-M HP주 75IU 1V 영문표준 (도로명주소)	FERT	완제품	2610	VI	#N/A	#N/A	#N/A	0.17
HMG0001V02	IVF-M HP주 75IU 1V 나이지리아	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HMG0001V04	IVF-M HP주 75IU 1V 인도	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HMK0001V01	IVF-M주 150IU 1V 인도	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HMK0001V03	IVF-M주 150IU 5V 베트남(LGLS)	FERT	완제품	2610	VI	1*5V(축소)	700	캠블리스터	0.17
HMK0001V04	IVF-M주 150IU 1V 파키스탄	FERT	완제품	2610	VI	1V(축소)	576	바이알실린지	0.17
HMK0001V05	IVF-M주 150IU 5V 태국	FERT	완제품	2610	VI	5V	435	#N/A	0.17
HMK0001V06	IVF-M주 150IU 5V 영문표준	FERT	완제품	2610	VI	5V	715	#N/A	0.17
HMK0001V07	IVF-M주 150IU 1V 영문표준	FERT	완제품	2610	VI	1V	715	#N/A	0.17
HMK0001V08	IVF-M주 150IU 1V 스리랑카	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HMK0001V09	IVF-M주 150IU 5V 스리랑카	FERT	완제품	2610	VI	5V	576	바이알실린지	0.17
HMK0001V10	IVF-M주 150IU BI 영문 (홍콩)	FERT	완제품	2610	VI	5V	576	바이알실린지	0.17
HMK0001V11	IVF-M주 150IU 1V 태국	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HMK0001V12	IVF-M 150IU 1V아제르바이잔	FERT	완제품	2610	VI	#N/A	576	#N/A	0.17
HMK0001V13	IVF-M주 150IU 1V 영문표준(도로명주소)	FERT	완제품	2610	VI	1V	435	#N/A	0.17
HMK0001V14	IVF-M주 150IU 1V 영문표준(0.4% 첨부용제)	FERT	완제품	2610	VI	#N/A	435	#N/A	0.17
HMK0001V15	IVF-M 150IU 1V 이집트	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HMK0001V16	IVF-M주 150IU 1V 그루지아	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HMK0001V17	IVF-M주 150IU 5V 미얀마	FERT	완제품	2610	VI	1*5V(축소)	700	캠블리스터	0.17
HMK0001V18	IVF-M주 150IU 1V 카자흐스탄	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HMK0001V19	IVF-M주 150IU 1V 네팔	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HMK0001V20	IVF-M주 150IU 1V 칠레	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HMK0001V21	IVF-M주 150IU 1V 리비아	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HMK0001V22	IVF-M주 150IU 1V 우즈베키스탄	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HMK0001V23	IVF-M주 150IU 1V 쿠웨이트	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HMK0001V26	IVF-M주 150IU 1V 쿠웨이트	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HMK0001V27	IVF-M주 150IU 5V 미얀마	FERT	완제품	2610	VI	5V	435	캠블리스터	0.17
HMK0005V00	아이브이에프엠주 150아이유 5V	FERT	완제품	2610	PAC	1*5V(축소)	700	캠블리스터	0.17
HML0001V00	아이브이에프엠주 75아이유 1V	FERT	완제품	2610	PAC	1V(축소)	700	캠블리스터	0.17
HML0001V03	IVF-M주 75IU 1V 인도	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V05	IVF-M주 75IU 1V  LGLS 영문	FERT	완제품	2610	VI	1V	435	바이알실린지	0.17
HML0001V06	IVF-M주 75IU 1V  베트남(LGLS)	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V08	IVF-M주 75IU 1V 파키스탄	FERT	완제품	2610	VI	1V(축소)	576	바이알실린지	0.17
HML0001V09	IVF-M주 75IU 1V 태국	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V10	IVF-M주 75IU 1V 영문표준(축소)	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V11	IVF-M주 75IU 1V 이라크	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V12	IVF-M주 75IU 1V 영문표준(구주소,0.9%)	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V13	IVF-M 75IU 1V 리비아	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V14	IVF-M 75IU 1V 이란	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V15	IVF-M 75IU 1V 페루	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V16	IVF-M 75IU 1V 홍콩	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V17	IVF-M 75IU 1V 시리아	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V18	IVF-M 75IU 1V 나이지리아	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V19	IVF-M 75IU 1V 아제르바이잔	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V20	IVF-M주 75IU 1V 영문표준 (도로명주소)	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V21	IVF-M주 75IU 1V 영문 표준(0.4% 첨부용제)	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V22	IVF-M주 75IU 1V 이집트	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V23	IVF-M주 75IU 10V 이란	FERT	완제품	2610	VI	10V	#N/A	#N/A	0.17
HML0001V24	IVF-M주 75IU 1V 이란(이란어 적용)	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V25	IVF-M주 75IU 1V 그루지아	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V26	IVF-M주 75IU 1V 스리랑카	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V27	IVF-M주 75IU 1V 미얀마	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V28	IVF-M주 75IU 1V 카자흐스탄	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V29	IVF-M주 75IU 1V 네팔	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V30	IVF-M주 75IU 1V 이라크	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V31	IVF-M주 75IU 1V 수단	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V32	IVF-M주 75IU 1V 예멘	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V33	IVF-M주 75IU 1V 몰도바	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V34	IVF-M주 75IU 1V 칠레	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V35	IVF-M주 75IU 1V 우즈베키스탄	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V36	IVF-M주 75IU 1V 쿠웨이트	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V38	IVF-M주 75IU 1V 쿠웨이트	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V39	IVF-M주 75IU 1V 미얀마	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V40	IVF-M주 75IU 1V 두바이	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HML0001V41	IVF-M주 75IU 1V 몽골	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
HMS0001V00	IVF-M HP멀티도즈주600IU	FERT	완제품	2610	PAC	#N/A	#N/A	신형흥아	0.17
HRB0001B00	히알우론산 나트륨 1.6㎥/kg(BULK,내수용)	FERT	완제품	2530	G	#N/A	#N/A	#N/A	
HRB0001B01	히알우론산 나트륨 1.6㎥/kg(BULK,수출용)	FERT	완제품	2530	G	#N/A	#N/A	#N/A	
HRU0001S00	히루안플러스주 2.0mL 1S	FERT	완제품	2610	PAC	1S	130	구형흥아	0.17
HRU0001S01	히루안 플러스주 3S 영문(수출공통)	FERT	완제품	2610	SYR	3S	132	구형흥아	0.17
HRU0001S02	히루안 플러스주 1S 영문(일본)	FERT	완제품	2610	SYR	3S	132	구형흥아	0.17
HRU0001S03	히루안 플러스주 3S(말레이지아)	FERT	완제품	2610	SYR	3S	132	구형흥아	0.17
HRU0001S04	히루안플러스주 1S(말레이시아)	FERT	완제품	2610	SYR	1S	130	구형흥아	0.17
HRU0001S05	히루안 III 주 3S(태국)	FERT	완제품	2610	SYR	3S	132	구형흥아	0.17
HRU0001S06	히루안주 3S(베네주엘라)	FERT	완제품	2610	SYR	3S	132	구형흥아	0.17
HRU0001S07	히루안플러스주 3S 사이프러스(CE)	FERT	완제품	2610	SYR	3S	132	#N/A	0.17
HRU0001S08	히루안주 1S(베네주엘라)	FERT	완제품	2610	SYR	1S	132	#N/A	0.17
HRU0001S09	히루안플러스주 70S(우크라이나)	FERT	완제품	2610	SYR	70S	140	구형흥아	0.17
HRU0001S10	히루안 플러스주 1S(체코/슬로바키아)	FERT	완제품	2610	SYR	1S	140	#N/A	0.17
HRU0001S11	히루안 플러스주 1S(폴란드/헝가리)	FERT	완제품	2610	SYR	1S	130	구형흥아	0.17
HRU0001S12	히루안 플러스주 3S(핀란드)	FERT	완제품	2610	SYR	3S	130	#N/A	0.17
HRU0001S13	히루안플러스주 3S 유럽 6개국 CE	FERT	완제품	2610	SYR	3S	132	#N/A	0.17
HRU0001S14	히루안 플러스주 3S (페루)	FERT	완제품	2610	SYR	3S	132	구형흥아	0.17
HRU0001S15	히루안플러스주 3S 홍콩	FERT	완제품	2610	SYR	3S	132	구형흥아	0.17
HRU0001S16	히루안 플러스주 1S (인도)	FERT	완제품	2610	SYR	1S	130	구형흥아	0.17
HRU0001S17	히루안플러스주 3S 영문 신규(수출공통)	FERT	완제품	2610	SYR	3S	132	구형흥아	0.17
HRU0001S18	히루안플러스주 1S (러시아)	FERT	완제품	2610	SYR	1S	132	#N/A	0.17
HRU0001S19	히루안플러스주 1S (터키)	FERT	완제품	2610	SYR	1S	130	#N/A	0.17
HRU0001S20	히루안플러스주 3S 투르크메니스탄	FERT	완제품	2610	SYR	3S	132	#N/A	0.17
HRU0001S21	히루안플러스주 1S 대만	FERT	완제품	2610	SYR	1S	130	구형흥아	0.17
HRU0001S22	히루안플러스주 1S 그리스(CE)	FERT	완제품	2610	SYR	1S	130	구형흥아	0.17
HRU0001S23	히루안플러스주 1S (러시아 에바팜)	FERT	완제품	2610	SYR	1S	130	구형흥아	0.17
HRU0001S24	히루안플러스주 3S (멕시코)	FERT	완제품	2610	SYR	3S	132	구형흥아	0.17
HRU0001S25	히루안플러스주 1S (터키Innosyn)	FERT	완제품	2610	SYR	1S	132	#N/A	0.17
HRU0001S26	히루안플러스주 3S (파키스탄)	FERT	완제품	2610	SYR	3S	132	구형흥아	0.17
HRU0001S27	히루안플러스주 3S 몽골	FERT	완제품	2610	SYR	3S	132	구형흥아	0.17
HRU0001S28	히루안플러스주 3S 예맨향	FERT	완제품	2610	SYR	#N/A	132	#N/A	0.17
HRU0001S29	히루안플러스주 3S 아제르바이젠	FERT	완제품	2610	SYR	#N/A	132	#N/A	0.17
HRU0001S30	히루안플러스주 1S 파나마	FERT	완제품	2610	SYR	1S	130	#N/A	0.17
HRU0001S31	히루안플러스주 1S 멕시코	FERT	완제품	2610	SYR	1S	130	구형흥아	0.17
HRU0001S32	히루안플러스주 3S 영문공통(신주소)	FERT	완제품	2610	SYR	#N/A	132	#N/A	0.17
HRU0001S33	히루안플러스주 3S 스페인	FERT	완제품	2610	SYR	3S	132	#N/A	0.17
HRU0001S34	히루안플러스주 3S 요르단	FERT	완제품	2610	SYR	#N/A	132	#N/A	0.17
HRU0001S35	히루안플러스주 3S 영문공통(CE)	FERT	완제품	2610	SYR	#N/A	132	#N/A	0.17
HRU0001S36	히루안플러스주 3S 루마니아(CE)	FERT	완제품	2610	SYR	3S	132	구형흥아	0.17
HRU0001S37	히루안플러스주 1S 사이프러스(CE)	FERT	완제품	2610	SYR	1S	130	구형흥아	0.17
HRU0001S38	히루안플러스주 1S 영문공통(CE)	FERT	완제품	2610	SYR	#N/A	#N/A	#N/A	0.17
HRU0001S39	히루안플러스주 3S 보스니아	FERT	완제품	2610	SYR	3S	132	구형흥아	0.17
HRU0001S40	히루안플러스주 1S 보스니아	FERT	완제품	2610	SYR	1S	130	구형흥아	0.17
HRU0001S41	히루안플러스주 1S 조지아	FERT	완제품	2610	SYR	1S	130	구형흥아	0.17
HRU0001S42	히루안플러스주 3S 케냐	FERT	완제품	2610	SYR	3S	132	구형흥아	0.17
HRU0001S43	히루안플러스주 1S 아르메니아아	FERT	완제품	2610	SYR	#N/A	#N/A	#N/A	0.17
HRU0001S44	히루안플러스주 3S 의료기기 영문공통	FERT	완제품	2610	SYR	#N/A	#N/A	#N/A	0.17
HRU0001S45	히루안플러스주 1S 의료기기 영문공통	FERT	완제품	2610	SYR	#N/A	#N/A	#N/A	0.17
HRU0001S46	히루안플러스주 1S 의약품 영문공통	FERT	완제품	2610	SYR	#N/A	#N/A	#N/A	0.17
HRU0001S47	히루안플러스주 1S 카자흐스탄	FERT	완제품	2610	SYR	1S	130	구형흥아	0.17
HRU0001S52	히루안플러스주 3S 에콰도르	FERT	완제품	2610	SYR	3S	132	구형흥아	0.17
HRU0001S54	히루안플러스주 3S 이라크	FERT	완제품	2610	SYR	3S	132	구형흥아	0.17
HRU0003S00	히루안플러스주 2.0mL 3S	FERT	완제품	2610	PAC	3S	132	구형흥아	0.17
HRU9999S00	히루안플러스주 2.0mL 1S(임상)	FERT	완제품	3620	SYR	#N/A	132	#N/A	0.17
HSB0001B00	히알우론산 나트륨 3.3㎥/kg(BULK,내수용)	FERT	완제품	2530	G	#N/A	#N/A	#N/A	
HSB0001B01	히알우론산 나트륨 3.3㎥/kg(BULK,수출용)	FERT	완제품	2530	G	#N/A	#N/A	#N/A	
IBA0001V00	유히브주 0.5ml 1V PFS	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	0.17
IBA0005V00	유히브주 0.5ml 5V	FERT	완제품	2610	PAC	1*5V(축소)	700	#N/A	0.17
IBA0010V00	유히브주 0.5ml 10V PFS	FERT	완제품	2610	PAC	#N/A	700	#N/A	0.17
ICK0001S00	이브아르 클래식 플러스	FERT	완제품	2610	PAC	1S	#N/A	바이알실린지	0.17
ICK0001S01	이브아르클래식플러스 1mL 영문(17개월)	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
ICK0001S02	이브아르클래식플러스 1mL 영문(24개월)	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
ICK0001S03	이브아르클래식플러스 1mL 1S 파키스탄	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
ICK0001S04	이브아르클래식플러스 1.0mL 1S 페루	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S05	이브아르클래식플러스 1mL 1S 말레이시아	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S06	이브아르클래식플러스 1.0mL 1S 중국	FERT	완제품	2610	SYR	1S	96	바이알실린지	0.17
ICK0001S07	이브아르클래식플러스 1.0mL 1S CE	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S08	이브아르클래식플러스 1.0mL 1S 이탈리아	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S09	이브아르클래식플러스 1.0mL 1S 몽골	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S10	이브아르클래식플러스 1.0mL 1S 칠레	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S11	이브아르클래식플러스 1.0mL 1S 터키	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S12	이브아르클래식플러스 1.0mL 1S 이란	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S13	이브아르클래식플러스 1.0mL 1S 스페인	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S14	이브아르클래식플러스 1.0mL 1S 멕시코	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S15	이브아르클래식플러스 브라질	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S16	이브아르클래식플러스 1.0mL 1S 독일	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S17	이브아르클래식플러스 1.0mL 1S 프랑스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S18	이브아르클래식플러스 1.0mL 1S 베트남	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S20	이브아르클래식플러스 1.0mL 1S 베트남	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S21	이브아르클래식플러스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S23	이브아르클래식플러스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S25	이브아르클래식플러스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S26	이브아르클래식플러스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S27	이브아르클래식플러스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S29	이브아르클래식플러스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S33	쉬루시엔 잉차이	FERT	완제품	2610	SYR	1S	96	신형흥아	0.17
ICK0001S34	이브아르클래식플러스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICK0001S35	이브아르클래식플러스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
ICQ0002S00	이브아르 클래식 플러스 터치업 1.5mL	FERT	완제품	2610	PAC	1S	#N/A	신형흥아	0.17
IDC0001S00	이브아르 클래식 에스-티 1.0mL	FERT	완제품	2610	PAC	1S	#N/A	신형흥아	0.17
IDC0001S01	이브아르 클래식S 1mL 1S CE	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC0001S02	이브아르클래식s 1.0mL 1S 페루	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC0001S03	이브아르클래식s 1.0mL 1S 영문공통	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC0001S04	이브아르클래식s 1.0mL 1S 중국	FERT	완제품	2610	SYR	1S	96	바이알실린지	0.17
IDC0001S05	이브아르클래식s 1.0mL 1S 이탈리아	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC0001S06	이브아르클래식s 1.0mL 56S 우크라이나	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC0001S07	이브아르클래식s 1.0mL 1S 터키	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC0001S08	이브아르클래식s 1.0mL 1S 스페인	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC0001S09	이브아르 클래식s 1.0mL 1S 발틱3국가	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC0001S10	이브아르 클래식s 1.0mL 1S 카자흐스탄	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDC0001S11	이브아르 클래식s 1.0mL 1S 요르단	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDC0001S12	이브아르클래식s 1.0mL 1S 벨라루스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDC0001S13	이브아르클래식s 1.0mL 1S 멕시코	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDC0001S14	이브아르클래식s 1.0mL 1S 인도	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDC0001S15	이브아르클래식s 1.0mL 1S 콜럼비아	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDC0001S16	이브아르클래식s 1.0mL 1S 대만	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC0001S17	이브아르클래식s 1.0mL 1S 아르메니아	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC0001S18	이브아르클래식s 1.0mL 1S 체코	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC0001S19	이브아르클래식s 1.0mL 1S 슬로바키아	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC0001S20	이브아르클래식s 1.0mL 1S 러시아	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC0001S21	이브아르클래식s 1.0mL 1S 포르투갈	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC0001S22	이브아르클래식s 1.0mL 1S 베트남	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC0001S23	이브아르클래식s 1.0mL 1S 우크라이나	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC0001S25	이브아르클래식s 1.0mL 1S 파나마	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC0001S26	이브아르클래식s 1.0mL 1S 이란	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC0001S27	이브아르클래식s 1.0mL 1S 독일	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC0001S29	이브아르클래식s 1.0mL 1S 유럽공통	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDC9999S00	이브아르 클래식S (임상)	FERT	완제품	2610	PAC	1S	#N/A	바이알실린지	0.17
IDF0001S00	이브아르 클래식 1.0mL	FERT	완제품	2610	PAC	1S	113	바이알실린지	0.17
IDF0001S03	이브아르클래식 1mL 1S 영문	FERT	완제품	2610	SYR	1S	113	바이알실린지	0.17
IDF0001S04	이브아르클래식 1mL 1S 러시아	FERT	완제품	2610	SYR	3S	113	바이알실린지	0.17
IDF9999S00	HA IDF(임상)	FERT	완제품	2610	PAC	1S	#N/A	바이알실린지	0.17
IDG0002S00	이브아르 클래식 터치업 1.5mL	FERT	완제품	2610	PAC	#N/A	0	바이알실린지	0.17
IDH0001S00	이브아르 볼륨 1.0mL	FERT	완제품	2610	PAC	1S	113	바이알실린지	0.17
IDH0001S01	이브아르 볼륨 1mL 1S 영문	FERT	완제품	2610	SYR	#N/A	113	바이알실린지	0.17
IDH0001S02	이브아르 볼륨 1mL 1S 러시아	FERT	완제품	2610	SYR	#N/A	#N/A	바이알실린지	0.17
IDH9999S00	HA IDF II	FERT	완제품	2610	PAC	1S	#N/A	바이알실린지	0.17
IDJ0001S00	이브아르클래식s 터치업 0.5mL 1S	FERT	완제품	2610	PAC	#N/A	0	신형흥아	0.17
IDJ0001S01	이브아르클래식s 터치업 0.5mL 1S영문공통	FERT	완제품	2610	SYR	#N/A	#N/A	신형흥아	0.17
IDJ0002S00	이브아르 클래식 에스 터치업 1.5mL	FERT	완제품	2610	PAC	#N/A	#N/A	신형흥아	0.17
IDK0001S00	이브아르볼륨 0.5mL 1S 내수	FERT	완제품	2610	PAC	#N/A	#N/A	신형흥아	0.17
