사업영역,사업영역명,담당부서,코스트센터,코스트센터명,자산클래스,자산클래스명,자산번호,고정자산명,주요자산번호 텍스트,내용연수(년),        수량,단위,취득일자,담당자,담당부서,실사결과,폐기사유,"정보변경에 대한 
상세사유",기타 특이사항,"태그발행
(Y/N)","미부착 사유
(태그 발행 N에 해당시)",        취득가 전기 ,      취득가 증감 ,        취득가 잔액 ,     당기상각액 ,     당월상각비 ,          장부가액 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1430,기계장치-생과(의약),140180885,파티클 카운터,CI-770 / LZ-IL-120,6,1,SET,2019.05.31,이원도,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 14000000 , - , 14000000 , 972222 , 194444 , 9138889 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1430,기계장치-생과(의약),140181185,바이알 정렬기,바이알 정렬기,6,1,EA,2019.05.31,이원도,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 62000000 , - , 62000000 , 4305556 , 861112 , 40472222 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1430,기계장치-생과(의약),140181186,실리콘 오일 순환 펌프1,실리콘 오일 순환 펌프1,6,1,EA,2019.05.31,이원도,완제생산팀,1. 이상없음,,,,N,세척 등으로 인한 잦은 Tag훼손으로 부착불가, 23400000 , - , 23400000 , 1625000 , 325000 , 15275000 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1430,기계장치-생과(의약),140181187,실리콘 오일 순환 펌프2,실리콘 오일 순환 펌프2,6,1,EA,2019.05.31,이원도,완제생산팀,1. 이상없음,,,,N,세척 등으로 인한 잦은 Tag훼손으로 부착불가, 23400000 , - , 23400000 , 1625000 , 325000 , 15275000 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1430,기계장치-생과(의약),140188030,칭량저울,BN-IL-110,6,1,EA,2019.10.31,이원도,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 5690000 , - , 5690000 , 395139 , 79028 , 4109445 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1430,기계장치-생과(의약),140188036,CIP Unit,TK-IL-304,6,1,EA,2019.10.31,이원도,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 18000000 , - , 18000000 , 1250000 , 250000 , 13000000 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1430,기계장치-생과(의약),140195584,Filter integrity tester,IG-IL-104(Pall flowstar4),6,1,EA,2020.06.30,이원도,완제생산팀,1. 이상없음,,,,Y,, 18850000 , - , 18850000 , 1309028 , 261806 , 15708333 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1600,공구기구-일반,160068158,이물검사용현미경(NIKON),LZ-Q-158,1,1,EA,2000.12.08,이원도,완제생산팀,1. 이상없음,,,,Y,, 31000 , - , 31000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1600,공구기구-일반,160069919,Controlvalve&receptacle,Controlvalve&receptacle,1,1,SET,2012.12.31,이원도,완제생산팀,1. 이상없음,,,,N,세척 등으로 인한 잦은 Tag훼손으로 부착불가, 3819000 , - , 3819000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1600,공구기구-일반,160069924,AUTOMATIC GLOVE TESTER,LZ-IL-112,1,1,SET,2012.12.31,이원도,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 3638000 , - , 3638000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1600,공구기구-일반,160069925,동결건조기 진공펌프,동결건조기 진공펌프,1,1,SET,2012.12.31,이원도,완제생산팀,1. 이상없음,,,,N,세척 등으로 인한 잦은 Tag훼손으로 부착불가, 1277000 , - , 1277000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1600,공구기구-일반,160070207,Balance(Navigator XL),Balance(Navigator XL),2,1,SET,2013.12.31,이원도,완제생산팀,1. 이상없음,,,,N,세척 등으로 인한 잦은 Tag훼손으로 부착불가, 208000 , - , 208000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1600,공구기구-일반,160070440,Particle Counter(부유입자측정기_CI-750T),LZ-IL-111 LZ-IL-115,3,2,SET,2014.12.31,이원도,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 10200000 , - , 10200000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1600,공구기구-일반,160070587,Air Sampler,MAS100 NT LZ-IL-116,4,1,EA,2015.12.18,이원도,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 11605000 , - , 11605000 , 983475 , 196695 , 1180169 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1800,비품,180125634,Rack1(세척실),N/A,1,4,EA,2006.02.28,이원도,완제생산팀,1. 이상없음,,,,N,세척 등으로 인한 잦은 Tag훼손으로 부착불가, 37000 , - , 37000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1800,비품,180126083,칼라잉크젯프린터(생산1팀_HP OJ-PRO K5300),칼라잉크젯프린터(생산1팀_HP OJ-PRO K5300),1,1,EA,2007.12.05,이원도,완제생산팀,2. 폐기,2-1. 실물 미존재,,,N,해당 자산은 노후 동결건조기 서버 부속품으로 Migration 후 미폐기된 자산임 폐기품의 예정, 1000 , - , 1000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1800,비품,180126211,의자_회전의자_레자3ea(생산1팀_제제1실_이물검사),의자_회전의자_레자3ea(생산1팀_제제1실_이물검사),1,3,EA,2008.04.15,이원도,완제생산팀,1. 이상없음,,,,Y,, 3000 , - , 3000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1800,비품,180126212,의자_회전의자_레자발4ea(생산1팀_제제1실_이물검사),의자_회전의자_레자발4ea(생산1팀_제제1실_이물검사),1,4,EA,2008.04.15,이원도,완제생산팀,3. 정보변경(CCTR자산명수량 등),,,수량 변경(4개 > 1개) 3개는 포장실(J62361) 자산 이관함,Y,, 6000 , - , 6000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1800,비품,180133117,서랍테이블(Field office), 2500*700*800,6,1,EA,2018.01.31,이원도,완제생산팀,1. 이상없음,,,현장사무실,Y,, 1820000 , - , 1820000 , 126389 , 25278 , 783612 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1800,비품,180133118,작업대(Field office), 2150*500*800,6,1,EA,2018.01.31,이원도,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 750000 , - , 750000 , 52083 , 10416 , 322917 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1800,비품,180133119,선반(Field office), 1000*300*150,6,1,EA,2018.01.31,이원도,완제생산팀,1. 이상없음,,,현장사무실,Y,, 250000 , - , 250000 , 17361 , 3472 , 107638 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1800,비품,180133120,스텐판(Field office), 2500*350,6,1,EA,2018.01.31,이원도,완제생산팀,1. 이상없음,,,현장사무실,Y,, 100000 , - , 100000 , 6944 , 1388 , 43055 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,1800,비품,180133121,갱의실 상부 보관함(Field office),갱의실 상부 보관함(Field office),6,1,EA,2018.01.31,이원도,완제생산팀,1. 이상없음,,,현장사무실,Y,, 650000 , - , 650000 , 45139 , 9028 , 279862 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,4300,소프트웨어 구입비,430004015,인버터 Migration,인버터 Migration,6,1,EA,2016.12.31,이원도,완제생산팀,1. 이상없음,,,,N,Tag관리 비대상 자산클래스(토지건물무형자산 등), 42000000 , - , 42000000 , 2916667 , 583334 , 10502333 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,4300,소프트웨어 구입비,430004017,SERAIL Migration,SERAIL Migration,6,1,EA,2017.01.31,이원도,완제생산팀,1. 이상없음,,,,N,Tag관리 비대상 자산클래스(토지건물무형자산 등), 78000000 , - , 78000000 , 5416667 , 1083334 , 20583333 
7500,의약 익산공장,오송. 경영관리팀,J62331,익.의)일반주사공통실,4300,소프트웨어 구입비,430004018,PLC Migration,PLC Migration,6,1,EA,2017.01.31,이원도,완제생산팀,1. 이상없음,,,,N,Tag관리 비대상 자산클래스(토지건물무형자산 등), 52000000 , - , 52000000 , 3611111 , 722222 , 13722221 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140163168,반자동이물검사기,XP-IL-101,1,1,EA,2003.12.29,이원도,완제생산팀,1. 이상없음,,,G126,Y,, 4270000 , - , 4270000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140163190,충전탱크(200L),TK-IL-303,1,1,EA,2002.01.31,이원도,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 535000 , - , 535000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140163204,조제탱크(35L),TK-IL-101,1,1,EA,2003.09.20,이원도,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 94000 , - , 94000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140163221,씰링기(무균복용),N/A,1,1,EA,1992.08.27,이원도,완제생산팀,1. 이상없음,,,,N,세척 등으로 인한 잦은 Tag훼손으로 부착불가, 3000 , - , 3000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140163223,동결건조기(BM4000버티스),FD-IL-101,1,1,EA,1996.02.29,이원도,완제생산팀,1. 이상없음,,,동결건조실,Y,, 13300000 , - , 13300000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140163228,Integrity Tester,IG-IL-103,1,1,EA,1997.05.24,이원도,완제생산팀,1. 이상없음,,,충전실,N,무균실내 위치자산으로 부착불가, 149000 , - , 149000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140163235,건열멸균기,ST-IL-101,1,1,EA,1999.08.19,이원도,완제생산팀,1. 이상없음,,,세척실,N,Tag관리 비대상 자산클래스(토지건물무형자산 등), 578000 , - , 578000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140164777,Autoclave(I-Line),AC-IL-102,1,1,EA,2004.09.30,이원도,완제생산팀,1. 이상없음,,,세척실,N,Tag관리 비대상 자산클래스(토지건물무형자산 등), 1490000 , - , 1490000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140164871,Clean Booth,BH-IL-304,1,1,SET,2004.12.31,이원도,완제생산팀,1. 이상없음,,,충전실,N,무균실내 위치자산으로 부착불가, 195000 , - , 195000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140164872,Clean Booth,BH-IL-303,1,1,SET,2004.12.31,이원도,완제생산팀,1. 이상없음,,,충전실,N,무균실내 위치자산으로 부착불가, 165000 , - , 165000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140164873,Clean Booth,BH-IL-305,1,1,SET,2004.12.31,이원도,완제생산팀,1. 이상없음,,,캡핑실,N,무균실내 위치자산으로 부착불가, 237000 , - , 237000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140164874,Clean Booth,BH-IL-306,1,1,SET,2004.12.31,이원도,완제생산팀,1. 이상없음,,,충전실,N,무균실내 위치자산으로 부착불가, 330000 , - , 330000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140164875,Clean Booth,BH-IL-307,1,1,SET,2004.12.31,이원도,완제생산팀,1. 이상없음,,,멸균후실,N,무균실내 위치자산으로 부착불가, 244000 , - , 244000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140165055,PASS BOX,PB-IL-301,1,1,EA,2005.07.31,이원도,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 30000 , - , 30000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140165056,Tank Vent Filter,FT-IL-301,1,1,EA,2005.07.31,이원도,완제생산팀,1. 이상없음,,,TK-IL-301 필터하우징,N,무균실내 위치자산으로 부착불가, 7000 , - , 7000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140165057,Tank Vent Filter,FT-IL-302,1,1,EA,2005.07.31,이원도,완제생산팀,1. 이상없음,,,TK-IL-302 필터하우징,N,무균실내 위치자산으로 부착불가, 7000 , - , 7000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140165058,Tank Vent Filter,FT-IL-303,1,1,EA,2005.07.31,이원도,완제생산팀,1. 이상없음,,,TK-IL-303 필터하우징,N,무균실내 위치자산으로 부착불가, 7000 , - , 7000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140165059,CST Filter,FT-IL-305,1,1,EA,2005.07.31,이원도,완제생산팀,1. 이상없음,,,301.2.3탱크 스팀필터 하우징,N,세척 등으로 인한 잦은 Tag훼손으로 부착불가, 7000 , - , 7000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140165060,CST Filter,FT-IL-307,1,1,EA,2005.07.31,이원도,완제생산팀,1. 이상없음,,,충전기 스팀필터,N,무균실내 위치자산으로 부착불가, 8000 , - , 8000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140165067,동결건조기(SERAIL),FD-IL-301,1,1,PK,2005.09.30,이원도,완제생산팀,1. 이상없음,,,동결건조실,N,무균실내 위치자산으로 부착불가, 38270000 , - , 38270000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140165068,Vial Washer,VW-IL-301,1,1,SET,2005.09.30,이원도,완제생산팀,1. 이상없음,,,셔첵실,N,Tag관리 비대상 자산클래스(토지건물무형자산 등), 27698480 , - , 27698480 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140165069,Sterilizer,TS-IL-301,1,1,SET,2005.09.30,이원도,완제생산팀,1. 이상없음,,,세척실,N,Tag관리 비대상 자산클래스(토지건물무형자산 등), 8242000 , - , 8242000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140165070,Capping Machine,CP-IL-301,1,1,SET,2005.09.30,이원도,완제생산팀,1. 이상없음,,,캡핑실,N,무균실내 위치자산으로 부착불가, 36901400 , - , 36901400 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140165071,외조기,OU-U-001,1,1,SET,2005.09.30,이원도,완제생산팀,1. 이상없음,,,,N,물리적 부착불가위치 (위험장소천장매립 등), 183000 , - , 183000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140165072,배관설비(I-Line),N/A,1,1,SET,2005.09.30,이원도,완제생산팀,1. 이상없음,,,,N,물리적 부착불가위치 (위험장소천장매립 등), 1000 , - , 1000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140165073,CIP UNIT,SK-IL-301,1,1,SET,2005.09.30,이원도,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 228000 , - , 228000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140165074,CIP Pump,PU-IL-304,1,1,SET,2005.09.30,이원도,완제생산팀,1. 이상없음,,,세척실 CIP조제탱크,N,세척 등으로 인한 잦은 Tag훼손으로 부착불가, 41000 , - , 41000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140165075,CIP Heater,HE-IL-304,1,1,SET,2005.09.30,이원도,완제생산팀,1. 이상없음,,,세척실 CIP조제탱크,N,세척 등으로 인한 잦은 Tag훼손으로 부착불가, 38000 , - , 38000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140165076,계장설비(I-Line),N/A,1,1,PK,2005.09.30,이원도,완제생산팀,1. 이상없음,,,,N,기계장치 부속품류(Spare part 금형 등), 724000 , - , 724000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140165077,NaoH 탱크 콘트롤러(I-Line),Process Control System(I-Line),1,1,SET,2005.09.30,이원도,완제생산팀,1. 이상없음,,,I110 (NAOH 조제탱크 304),N,기계장치 부속품류(Spare part 금형 등), 583000 , - , 583000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140165146,CIP Return Pump,PU-IL-301,1,1,EA,2005.09.30,이원도,완제생산팀,1. 이상없음,,,301.2.3 CIP 순환펌프,N,세척 등으로 인한 잦은 Tag훼손으로 부착불가, 41000 , - , 41000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140165380,PERISTALTIC PUMP(),PU-IL-305,1,1,EA,2007.05.31,이원도,완제생산팀,1. 이상없음,,,NA0H 이송펌프(304탱크),N,세척 등으로 인한 잦은 Tag훼손으로 부착불가, 32000 , - , 32000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140167229,Leak testing machine(LF-S BASIC_vial tester)1,Leak testing machine(LF-S BASIC_vial tester)1,2,1,SET,2013.05.31,이원도,완제생산팀,1. 이상없음,,,적재실,Y,, 34151000 , - , 34151000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140167910,동결건조기용 gasket,동결건조기용 gasket,3,1,SET,2014.12.31,이원도,완제생산팀,1. 이상없음,,,,N,기계장치 부속품류(Spare part 금형 등), 8498000 , - , 8498000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140168519,Filling & Stoppering Machine,FL-IL-301,5,1,SET,2016.01.31,이원도,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 32868000 , - , 32868000 , 2739000 , 547800 , 11421000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1415,기계장치-화학전지광6,140168521,공조기,AU-U-013,5,1,SET,2016.01.31,이원도,완제생산팀,1. 이상없음,,,무균실 공조기,N,무균실내 위치자산으로 부착불가, 9229000 , - , 9229000 , 769083 , 153816 , 1076717 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1600,공구기구-일반,160068197,충전탱크(200L구형),TK-IL-301,1,1,EA,1998.08.06,이원도,완제생산팀,1. 이상없음,,,조제실,N,무균실내 위치자산으로 부착불가, 290000 , - , 290000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1600,공구기구-일반,160068669,pH Meter,LZ-IL-106,1,1,EA,2005.08.31,이원도,완제생산팀,1. 이상없음,,,조제실,N,무균실내 위치자산으로 부착불가, 28000 , - , 28000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1600,공구기구-일반,160068804,pH & Conductivity Meter(),LZ-IL-107,1,1,EA,2006.12.31,이원도,완제생산팀,1. 이상없음,,,세척실,N,세척 등으로 인한 잦은 Tag훼손으로 부착불가, 32000 , - , 32000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1600,공구기구-일반,160069082,Balance(저울1g~60000g),-,1,1,SET,2009.09.30,이원도,완제생산팀,1. 이상없음,,,충전실(분병용저울),N,무균실내 위치자산으로 부착불가, 16000 , - , 16000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1600,공구기구-일반,160069271,Balance(저울2g~60kg),BN-IL-107,1,1,SET,2010.12.31,이원도,완제생산팀,1. 이상없음,,,조제실,N,무균실내 위치자산으로 부착불가, 87000 , - , 87000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1800,비품,180124374,컴퓨터테이블(sus),N/A,1,1,EA,2002.10.31,이원도,완제생산팀,1. 이상없음,,,,N,세척 등으로 인한 잦은 Tag훼손으로 부착불가, 1000 , - , 1000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1800,비품,180124398,Tray Cart(건열Tray용),N/A,1,1,EA,2003.09.20,이원도,완제생산팀,1. 이상없음,,,,N,세척 등으로 인한 잦은 Tag훼손으로 부착불가, 50000 , - , 50000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1800,비품,180124403,프린터(inkjetFD-IL-101용)_Deskjet840C,Deskjet840C,1,1,EA,1997.09.24,이원도,완제생산팀,2. 폐기,2-1. 실물 미존재,,,N,해당 자산은 노후 동결건조기 서버 부속품으로 Migration 후 미폐기된 자산임 폐기품의 예정, 1000 , - , 1000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1800,비품,180125475,씽크대(sus세척실),SI-IL-301,1,1,EA,2005.09.30,이원도,완제생산팀,1. 이상없음,,,세척실,N,세척 등으로 인한 잦은 Tag훼손으로 부착불가, 39000 , - , 39000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1800,비품,180125635,Rack2(세척실),N/A,1,1,EA,2006.02.28,이원도,완제생산팀,1. 이상없음,,,세척실,N,세척 등으로 인한 잦은 Tag훼손으로 부착불가, 32000 , - , 32000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1800,비품,180125636,보관함(세척갱의실),N/A,1,1,EA,2006.02.28,이원도,완제생산팀,1. 이상없음,,,세척실,N,세척 등으로 인한 잦은 Tag훼손으로 부착불가, 32000 , - , 32000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1800,비품,180125637,보관함(캡핑실)_청소도구함,N/A,1,1,EA,2006.02.28,이원도,완제생산팀,1. 이상없음,,,캡핑실,N,무균실내 위치자산으로 부착불가, 12000 , - , 12000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1800,비품,180125638,Rack(충전실Spareparts),N/A,1,1,EA,2006.02.28,이원도,완제생산팀,1. 이상없음,,,충전실,N,무균실내 위치자산으로 부착불가, 28000 , - , 28000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1800,비품,180125639,보관함(알캡고무전이송용),N/A,1,1,EA,2006.02.28,이원도,완제생산팀,1. 이상없음,,,충전실,N,무균실내 위치자산으로 부착불가, 44000 , - , 44000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1800,비품,180125640,보관대(알캡),N/A,1,1,EA,2006.02.28,이원도,완제생산팀,1. 이상없음,,,캡핑실,N,무균실내 위치자산으로 부착불가, 32000 , - , 32000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1800,비품,180125641,Rack(동결건조기Spareparts),N/A,1,1,EA,2006.02.28,이원도,완제생산팀,1. 이상없음,,,동결건조실,N,무균실내 위치자산으로 부착불가, 49000 , - , 49000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1800,비품,180125642,보관대(동결건조기 Bombe)_메뉴얼함,N/A,1,1,EA,2006.02.28,이원도,완제생산팀,1. 이상없음,,,동결건조실,N,무균실내 위치자산으로 부착불가, 15000 , - , 15000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1800,비품,180125643,선반(200L 탱크),N/A,1,3,EA,2006.02.28,이원도,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 18000 , - , 18000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62332,익.의)일반주사(감가),1800,비품,180125644,받침대(충전실),N/A,1,1,EA,2006.02.28,이원도,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 21000 , - , 21000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62341,익.의)프리필드공통실,1400,기계장치-화학장치10,140166583,Low Temp batch cirulator,Low Temp batch cirulator,5,1,EA,2012.01.31,이제용,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 741000 , - , 741000 , 61750 , 12350 , 86450 
7500,의약 익산공장,오송. 경영관리팀,J62341,익.의)프리필드공통실,1415,기계장치-화학전지광6,140166480,Tank 55L(SR multidose MCT formulation용),TK-PL-115,1,1,EA,2011.06.30,이제용,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 7463000 , - , 7463000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62341,익.의)프리필드공통실,1415,기계장치-화학전지광6,140167299,Air Sampler(MAS-100 NT),LZ-PL-101,2,1,SET,2013.08.31,이제용,완제생산팀,2. 폐기,2-1. 실물 미존재,,해당 자산 CLH 자산 정보와 중복됨,N,실물 미존재, 3306000 , - , 3306000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62341,익.의)프리필드공통실,1415,기계장치-화학전지광6,140167838,CMC 교반탱크,CMC 교반탱크,3,1,SET,2014.08.31,이제용,완제생산팀,1. 이상없음,,,실물 유휴설비창고 이관 예정,N,무균실내 위치자산으로 부착불가, 19641000 , - , 19641000 , - , - , 1000 
7500,의약 익산공장,오송. 경영관리팀,J62341,익.의)프리필드공통실,1415,기계장치-화학전지광6,140168401,HPV 훈증기,LZ-PL-217,5,1,EA,2016.01.31,이제용,완제생산팀,1. 이상없음,,,,N,무균실내 위치자산으로 부착불가, 149351647 , - , 149351647 , 12445971 , 2489195 , 17424360 
