Date,Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2022-07-19,pm 4:24:10,122.55,122.46,122.42,122.45,122.39,122.45,120.95,122.47,122.43,122.39,122.39,122.39,122.44,122.4,122.44,122.4,122.46,122.41,122.48,122.42
2022-07-19,pm 4:24:20,122.52,122.32,122.33,122.34,122.36,122.35,120.73,122.33,122.33,122.32,122.32,122.32,122.32,122.33,122.31,122.34,122.35,122.34,122.45,122.46
2022-07-19,pm 4:24:30,122.61,122.34,122.27,122.34,122.34,122.36,121.81,122.35,122.32,122.33,122.32,122.32,122.34,122.33,122.32,122.33,122.36,122.34,122.44,122.46
2022-07-19,pm 4:24:40,122.64,122.36,122.33,122.35,122.35,122.36,122.61,122.37,122.33,122.32,122.32,122.32,122.35,122.33,122.34,122.34,122.37,122.34,122.44,122.41
2022-07-19,pm 4:24:50,122.64,122.37,122.36,122.36,122.39,122.36,122.04,122.37,122.33,122.36,122.34,122.35,122.35,122.36,122.35,122.37,122.37,122.37,122.39,122.35
2022-07-19,pm 4:25:00,122.67,122.39,122.37,122.37,122.4,122.37,120.55,122.39,122.34,122.36,122.36,122.37,122.35,122.37,122.36,122.38,122.38,122.39,122.28,122.32
2022-07-19,pm 4:25:10,122.7,122.45,122.41,122.42,122.41,122.43,123.62,122.46,122.4,122.4,122.39,122.39,122.42,122.4,122.42,122.41,122.44,122.42,122.32,122.3
2022-07-19,pm 4:25:20,122.72,122.43,122.44,122.43,122.48,122.44,121.34,122.45,122.41,122.44,122.42,122.44,122.43,122.44,122.41,122.45,122.45,122.46,122.36,122.34
2022-07-19,pm 4:25:30,122.7,122.49,122.47,122.48,122.5,122.49,122.52,122.5,122.46,122.47,122.46,122.47,122.48,122.48,122.47,122.49,122.5,122.49,122.31,122.34
2022-07-19,pm 4:25:40,122.7,122.55,122.52,122.53,122.53,122.54,122.67,122.57,122.52,122.51,122.51,122.51,122.54,122.52,122.53,122.53,122.55,122.53,122.38,122.35
2022-07-19,pm 4:25:50,122.7,122.56,122.54,122.56,122.55,122.57,124.46,122.58,122.54,122.54,122.52,122.53,122.56,122.54,122.55,122.55,122.58,122.55,122.4,122.42
2022-07-19,pm 4:26:00,122.67,122.57,122.53,122.57,122.5,122.58,123.07,122.58,122.56,122.51,122.52,122.5,122.57,122.53,122.55,122.53,122.59,122.53,122.41,122.4
2022-07-19,pm 4:26:10,122.68,122.6,122.6,122.57,122.64,122.58,120.73,122.6,122.55,122.6,122.59,122.61,122.57,122.6,122.58,122.61,122.58,122.62,122.44,122.41
2022-07-19,pm 4:26:20,122.64,122.64,122.64,122.62,122.67,122.61,124.67,122.64,121.17,122.64,122.62,122.63,122.62,122.63,122.61,122.65,122.62,122.65,122.39,122.38
2022-07-19,pm 4:26:30,122.63,122.61,122.62,122.61,122.68,122.6,124.03,122.61,122.59,122.63,122.61,122.63,122.6,122.63,122.59,122.64,122.61,122.65,122.4,122.37
2022-07-19,pm 4:26:40,122.63,122.67,122.66,122.65,122.7,122.66,123.83,122.68,122.64,122.66,122.65,122.66,122.65,122.66,122.64,122.68,122.67,122.68,122.34,122.3
2022-07-19,pm 4:26:50,122.61,122.7,122.69,122.69,122.73,122.7,119.09,122.72,122.68,122.69,122.68,122.69,122.7,122.7,122.69,122.71,122.71,122.71,122.3,122.32
2022-07-19,pm 4:27:00,122.57,122.71,122.71,122.71,122.74,122.7,121.55,122.72,122.69,122.71,122.7,122.71,122.69,122.72,122.69,122.72,122.71,122.73,122.32,122.32
2022-07-19,pm 4:27:10,122.54,122.7,123.22,122.71,122.72,122.7,119.72,122.72,122.69,122.7,122.69,122.69,122.7,122.71,122.69,122.71,122.71,122.72,122.38,122.39
2022-07-19,pm 4:27:20,122.59,122.73,122.7,122.72,122.68,122.71,121.48,122.74,122.69,122.7,122.69,122.68,122.71,122.7,122.71,122.7,122.72,122.71,122.42,122.45
2022-07-19,pm 4:27:30,122.6,122.67,122.68,122.69,122.71,122.69,124.24,122.69,122.68,122.68,122.67,122.68,122.69,122.69,122.66,122.7,122.7,122.7,122.43,122.47
2022-07-19,pm 4:27:40,122.63,122.68,122.67,122.69,122.67,122.7,122.09,122.69,122.68,122.66,122.66,122.66,122.69,122.68,122.67,122.68,122.7,122.68,122.48,122.48
2022-07-19,pm 4:27:50,122.62,122.65,122.66,122.66,122.71,122.66,123.24,122.66,122.65,122.67,122.66,122.67,122.66,122.68,122.64,122.69,122.67,122.69,122.47,122.52
2022-07-19,pm 4:28:00,122.64,122.66,122.65,122.67,122.61,122.66,120.8,122.68,122.66,122.63,122.64,122.62,122.67,122.65,122.66,122.64,122.68,122.64,122.51,122.48
2022-07-19,pm 4:28:10,122.63,122.64,122.62,122.65,122.63,122.65,120.5,122.66,122.64,122.62,122.62,122.61,122.66,122.64,122.64,122.64,122.66,122.64,122.47,122.49
2022-07-19,pm 4:28:20,122.58,122.68,122.64,122.68,122.6,122.68,122.88,122.7,122.66,122.63,122.63,122.61,122.68,122.65,122.66,122.63,122.68,122.64,122.47,122.45
2022-07-19,pm 4:28:30,122.53,122.61,122.61,122.62,122.61,122.62,121.47,122.63,123.15,122.61,122.61,122.6,122.62,122.62,122.61,122.62,122.63,122.63,122.48,122.48
2022-07-19,pm 4:28:40,122.56,122.6,122.58,122.6,122.55,122.59,121.07,122.6,123.06,122.58,122.58,122.56,122.59,122.59,122.58,122.58,122.6,122.59,122.45,122.5
2022-07-19,pm 4:28:50,122.56,122.57,122.55,122.57,122.53,122.56,124.44,122.58,122.12,122.54,122.54,122.53,122.56,122.56,122.56,122.55,122.57,122.56,122.49,122.49
2022-07-19,pm 4:29:00,122.54,122.62,122.59,122.6,122.59,122.59,123.04,122.63,122.58,122.59,122.59,122.58,122.59,122.6,122.6,122.59,122.6,122.61,122.48,122.47
2022-07-19,pm 4:29:10,122.5,122.61,122.59,122.6,122.6,122.6,122.53,122.62,125.59,122.59,122.58,122.58,122.59,122.6,122.59,122.6,122.61,122.61,122.47,122.42
2022-07-19,pm 4:29:20,122.53,122.62,122.62,122.63,122.65,122.63,123.38,122.65,122.47,122.62,122.61,122.62,122.63,122.63,122.61,122.64,122.64,122.64,122.43,122.46
2022-07-19,pm 4:29:30,122.53,122.65,122.63,122.65,122.61,122.65,122.39,122.67,122.45,122.62,122.62,122.61,122.65,122.63,122.64,122.63,122.66,122.63,122.48,122.45
2022-07-19,pm 4:29:40,122.53,122.67,122.65,122.67,122.63,122.67,123.05,122.7,125.4,122.64,122.64,122.63,122.67,122.65,122.66,122.65,122.68,122.66,122.46,122.48
2022-07-19,pm 4:29:50,122.54,122.66,122.73,122.65,122.63,122.64,124.66,122.67,122.91,122.64,122.63,122.62,122.64,122.64,122.64,122.64,122.65,122.65,122.49,122.5
2022-07-19,pm 4:30:00,122.56,122.61,122.6,122.62,122.57,122.61,120.97,122.62,122.64,122.59,122.59,122.57,122.61,122.6,122.6,122.59,122.62,122.6,122.47,122.49
2022-07-19,pm 4:30:10,122.61,122.54,122.53,122.56,122.51,122.54,120.33,122.55,125.94,122.53,122.53,122.51,122.54,122.55,122.53,122.54,122.55,122.54,122.51,122.5
2022-07-19,pm 4:30:20,122.61,122.55,122.56,122.55,122.58,122.54,121.89,122.56,122.53,122.56,122.55,122.56,122.54,122.57,122.54,122.57,122.55,122.58,122.53,122.49
2022-07-19,pm 4:30:30,122.62,122.55,122.55,122.55,122.58,122.55,124.2,122.56,122.54,122.55,122.55,122.55,122.56,122.56,122.54,122.57,122.56,122.57,122.5,122.48
2022-07-19,pm 4:30:40,122.61,122.53,122.53,122.55,122.54,122.55,121.76,122.55,122.54,122.54,122.53,122.52,122.55,122.55,122.53,122.54,122.55,122.55,122.47,122.5
2022-07-19,pm 4:30:50,122.62,122.54,122.51,122.55,122.48,122.55,122.08,122.55,122.54,122.5,122.51,122.48,122.55,122.52,122.53,122.51,122.56,122.52,122.51,122.51
2022-07-19,pm 4:31:00,122.61,122.53,123.03,122.54,122.55,122.54,123.91,122.55,122.52,122.53,122.53,122.53,122.54,122.54,122.53,122.54,122.54,122.55,122.52,122.49
2022-07-19,pm 4:31:10,122.6,122.52,122.53,122.53,122.54,122.52,121.99,122.53,122.51,122.53,122.52,122.52,122.53,122.54,122.51,122.54,122.53,122.55,122.48,122.5
2022-07-19,pm 4:31:20,122.63,122.54,122.53,122.54,122.53,122.53,123.94,122.55,122.52,122.53,122.53,122.52,122.53,122.54,122.53,122.54,122.54,122.54,122.47,122.48
2022-07-19,pm 4:31:30,122.64,122.57,122.55,122.56,122.54,122.57,122.09,122.59,122.55,122.55,122.54,122.53,122.56,122.56,122.56,122.55,122.57,122.56,122.46,122.47
2022-07-19,pm 4:31:40,122.68,122.58,121.89,122.58,122.56,122.57,124.82,122.59,122.56,122.56,122.55,122.55,122.57,122.57,122.57,122.57,122.58,122.58,122.49,122.45
2022-07-19,pm 4:31:50,122.69,122.65,122.62,122.63,122.61,122.64,121.46,122.67,122.61,122.62,122.61,122.6,122.64,122.62,122.63,122.62,122.64,122.63,122.48,122.48
2022-07-19,pm 4:32:00,122.74,122.62,122.61,122.62,122.61,122.61,122.14,122.63,122.6,122.61,122.61,122.6,122.62,122.62,122.61,122.62,122.62,122.62,122.5,122.49
2022-07-19,pm 4:32:10,122.74,122.62,122.94,122.63,122.63,122.63,123.87,122.64,122.62,122.6,122.6,122.6,122.63,122.62,122.61,122.62,122.64,122.63,122.5,122.44
2022-07-19,pm 4:32:20,122.75,122.6,122.6,122.62,122.62,122.62,121.6,122.62,123.37,122.6,122.6,122.6,122.62,122.61,122.6,122.62,122.63,122.62,122.49,122.5
2022-07-19,pm 4:32:30,122.78,122.6,122.6,122.61,122.63,122.6,121.18,122.62,125.44,122.61,122.6,122.6,122.6,122.62,122.6,122.62,122.61,122.62,122.57,122.55
2022-07-19,pm 4:32:40,122.76,122.6,122.61,122.62,122.62,122.62,122.63,122.62,123.85,122.61,122.61,122.61,122.62,122.62,122.6,122.62,122.62,122.63,122.54,122.51
2022-07-19,pm 4:32:50,122.75,122.62,122.61,122.63,122.6,122.63,123.01,122.64,122.62,122.6,122.6,122.59,122.63,122.61,122.61,122.61,122.64,122.62,122.5,122.49
2022-07-19,pm 4:33:00,122.72,122.64,122.59,122.64,122.63,122.65,123.76,122.66,122.63,122.63,122.62,122.62,122.65,122.63,122.64,122.64,122.65,122.64,122.51,122.5
2022-07-19,pm 4:33:10,122.75,122.65,122.63,122.65,122.65,122.65,121.23,122.67,122.64,122.63,122.63,122.63,122.65,122.64,122.64,122.65,122.66,122.65,122.55,122.51
2022-07-19,pm 4:33:20,122.79,122.66,122.66,122.66,122.71,122.65,123.23,122.67,122.64,122.68,122.67,122.67,122.65,122.68,122.65,122.69,122.66,122.7,122.5,122.52
2022-07-19,pm 4:33:30,122.8,122.7,122.68,122.69,122.71,122.69,123.17,122.71,122.68,122.69,122.67,122.68,122.69,122.69,122.68,122.7,122.69,122.71,122.53,122.5
2022-07-19,pm 4:33:40,122.78,122.72,122.73,122.72,122.77,122.73,123.97,122.74,122.72,122.73,122.72,122.74,122.72,122.74,122.71,122.75,122.74,122.75,122.48,122.52
2022-07-19,pm 4:33:50,122.82,122.77,122.75,122.77,122.73,122.77,124.35,122.79,122.75,122.74,122.74,122.72,122.77,122.75,122.77,122.75,122.77,122.75,122.52,122.53
2022-07-19,pm 4:34:00,122.84,122.72,122.73,122.73,122.79,122.72,123.13,122.73,122.71,122.75,122.74,122.75,122.72,122.75,122.71,122.76,122.73,122.77,122.52,122.53
2022-07-19,pm 4:34:10,122.81,122.75,122.76,122.75,122.8,122.75,126.8,122.76,122.74,122.77,122.76,122.77,122.75,122.77,122.74,122.78,122.76,122.79,122.54,122.52
2022-07-19,pm 4:34:20,122.84,122.77,122.76,122.77,122.75,122.77,122.53,122.78,122.76,122.76,122.76,122.75,122.78,122.77,122.76,122.76,122.78,122.77,122.54,122.51
2022-07-19,pm 4:34:30,122.87,122.74,123,122.75,122.75,122.74,121.91,122.75,122.74,122.75,122.74,122.74,122.74,122.76,122.73,122.75,122.75,122.76,122.52,122.49
2022-07-19,pm 4:34:40,122.81,122.74,122.72,122.75,122.71,122.75,123.31,122.75,122.74,122.71,122.71,122.7,122.75,122.73,122.73,122.72,122.75,122.73,122.48,122.47
2022-07-19,pm 4:34:50,122.83,122.72,122.73,122.74,122.78,122.73,119.58,122.74,122.72,122.74,122.73,122.74,122.74,122.75,122.72,122.76,122.74,122.76,122.46,122.52
2022-07-19,pm 4:35:00,122.89,122.79,122.77,122.8,122.8,122.81,120.55,122.81,122.79,122.78,122.77,122.77,122.8,122.78,122.79,122.79,122.81,122.8,122.53,122.53
2022-07-19,pm 4:35:10,122.88,122.83,122.8,122.83,122.8,122.83,121.81,122.84,122.81,122.8,122.8,122.79,122.83,122.81,122.82,122.81,122.83,122.81,122.51,122.57
2022-07-19,pm 4:35:20,122.89,122.78,122.78,122.79,122.79,122.79,123.62,122.79,122.78,122.77,122.77,122.77,122.79,122.79,122.77,122.79,122.79,122.79,122.57,122.53
2022-07-19,pm 4:35:30,122.89,122.79,122.8,122.81,122.85,122.81,121.67,122.81,122.8,122.81,122.8,122.81,122.81,122.81,122.79,122.82,122.81,122.83,122.54,122.52
2022-07-19,pm 4:35:40,122.83,122.83,122.83,122.83,122.84,122.82,123.13,122.84,122.81,122.83,122.82,122.83,122.82,122.83,122.82,122.84,122.82,122.85,122.54,122.52
2022-07-19,pm 4:35:50,122.85,122.84,122.82,122.84,122.79,122.83,122.22,122.85,122.83,122.81,122.81,122.79,122.84,122.82,122.83,122.82,122.84,122.82,122.54,122.48
2022-07-19,pm 4:36:00,122.81,122.85,122.83,122.85,122.84,122.85,120.77,122.86,122.83,122.83,122.83,122.83,122.85,122.84,122.84,122.84,122.85,122.85,122.53,122.54
2022-07-19,pm 4:36:10,122.81,122.86,122.87,122.86,122.9,122.85,121.82,122.88,122.84,122.88,122.86,122.87,122.86,122.88,122.86,122.88,122.86,122.89,122.55,122.51
2022-07-19,pm 4:36:20,122.81,122.82,122.8,122.85,122.81,122.84,122.32,122.84,122.84,122.8,122.8,122.79,122.84,122.82,122.82,122.82,122.85,122.82,122.48,122.51
2022-07-19,pm 4:36:30,122.81,122.83,122.83,122.83,122.84,122.82,121.95,122.84,122.81,122.83,122.82,122.82,122.82,122.83,122.81,122.84,122.83,122.84,122.5,122.5
2022-07-19,pm 4:36:40,122.82,122.87,122.87,122.87,122.92,122.87,126.21,122.88,122.85,122.88,122.87,122.88,122.87,122.88,122.85,122.89,122.87,122.9,122.49,122.5
2022-07-19,pm 4:36:50,122.82,122.9,122.88,122.9,122.86,122.91,123.02,122.92,122.89,122.88,122.88,122.87,122.91,122.89,122.89,122.88,122.91,122.9,122.49,122.55
2022-07-19,pm 4:37:00,122.86,122.9,122.88,122.9,122.89,122.89,121,122.91,122.88,122.88,122.87,122.87,122.9,122.89,122.89,122.89,122.89,122.9,122.57,122.58
2022-07-19,pm 4:37:10,122.84,122.88,122.87,122.9,122.89,122.9,121.22,122.9,122.89,122.88,122.87,122.87,122.9,122.89,122.88,122.89,122.91,122.89,122.64,122.62
2022-07-19,pm 4:37:20,122.83,122.88,123,122.89,122.8,122.9,121.74,122.9,122.88,122.84,122.85,122.81,122.89,122.86,122.87,122.84,122.9,122.85,122.67,122.7
2022-07-19,pm 4:37:30,122.8,122.86,122.84,122.86,122.85,122.84,121.5,122.87,127.74,122.85,122.84,122.84,122.85,122.86,122.85,122.85,122.85,122.86,122.71,122.72
2022-07-19,pm 4:37:40,122.8,122.82,122.81,122.84,122.81,122.82,120.53,122.83,122.82,122.81,123.16,122.8,122.83,122.82,122.81,122.82,122.83,122.82,122.73,122.71
2022-07-19,pm 4:37:50,122.81,122.83,123.08,122.83,122.79,122.82,120.98,122.84,122.82,122.8,122.8,122.78,122.82,122.82,122.82,122.81,122.83,122.82,122.7,122.69
2022-07-19,pm 4:38:00,122.8,122.81,122.8,122.82,122.8,122.82,123.47,122.82,122.81,122.8,122.8,122.79,122.81,122.81,122.8,122.81,122.82,122.82,122.69,122.68
2022-07-19,pm 4:38:10,122.82,122.83,122.81,122.84,122.81,122.83,121.07,122.85,122.82,122.81,122.81,122.8,122.84,122.82,122.83,122.82,122.84,122.83,122.7,122.7
2022-07-19,pm 4:38:20,122.84,122.84,122.82,122.85,122.82,122.85,121.86,122.86,122.84,122.82,122.81,122.81,122.85,122.83,122.83,122.83,122.85,122.83,122.7,122.73
2022-07-19,pm 4:38:30,122.84,122.85,122.83,122.85,122.81,122.85,123.3,122.87,122.84,122.82,122.96,122.8,122.86,122.83,122.85,122.83,122.85,122.83,122.74,122.74
2022-07-19,pm 4:38:40,122.86,122.85,122.84,122.85,122.87,122.85,121.64,122.86,122.84,122.85,120.89,122.85,122.85,122.86,122.83,122.86,122.86,122.87,122.75,122.74
2022-07-19,pm 4:38:50,122.86,122.83,122.83,122.85,122.84,122.85,120.92,122.85,122.88,122.83,122.83,122.82,122.85,122.84,122.82,122.84,122.85,122.85,122.74,122.76
2022-07-19,pm 4:39:00,122.85,122.84,122.82,122.85,122.83,122.85,120.41,122.85,122.83,122.83,122.82,122.81,122.85,122.84,122.83,122.83,122.85,122.84,122.77,122.76
2022-07-19,pm 4:39:10,122.85,122.81,122.79,122.83,122.79,122.83,121.52,122.83,122.82,122.79,122.79,122.78,122.83,122.81,122.81,122.8,122.83,122.81,122.75,122.78
2022-07-19,pm 4:39:20,122.85,122.82,122.61,122.83,122.79,122.84,120.64,122.84,122.82,122.79,122.79,122.78,122.84,122.81,122.81,122.81,122.84,122.81,122.8,122.78
2022-07-19,pm 4:39:30,122.86,122.81,122.55,122.82,122.83,122.82,120.97,122.83,122.81,122.81,122.8,122.8,122.83,122.82,122.8,122.82,122.83,122.82,122.8,122.79
2022-07-19,pm 4:39:40,122.85,122.78,122.78,122.8,122.81,122.8,123.5,122.8,122.79,122.78,122.79,122.78,122.8,122.8,122.77,122.8,122.8,122.81,122.81,122.75
2022-07-19,pm 4:39:50,122.88,122.8,122.8,122.81,122.85,122.81,121.74,122.81,122.8,122.82,122.8,122.81,122.81,122.82,122.79,122.82,122.81,122.83,122.73,122.73
2022-07-19,pm 4:40:00,122.9,122.84,122.83,122.84,122.85,122.85,120.57,122.86,122.83,122.84,122.83,122.83,122.84,122.84,122.83,122.84,122.85,122.85,122.74,122.78
2022-07-19,pm 4:40:10,122.9,122.86,122.84,122.86,122.83,122.86,120.84,122.87,122.85,122.84,122.84,122.82,122.86,122.85,122.85,122.84,122.86,122.85,122.8,122.74
2022-07-19,pm 4:40:20,122.87,122.86,122.86,122.87,122.88,122.86,120.78,122.87,122.85,122.86,122.85,122.85,122.86,122.87,122.85,122.87,122.87,122.88,122.72,122.74
2022-07-19,pm 4:40:30,122.9,122.87,122.86,122.87,122.87,122.86,120.1,122.88,122.85,122.86,122.86,122.85,122.86,122.87,122.85,122.87,122.87,122.88,122.74,122.75
2022-07-19,pm 4:40:40,122.89,122.88,122.85,122.88,122.84,122.87,120.91,122.89,122.86,122.85,122.85,122.84,122.88,122.86,122.87,122.86,122.88,122.86,122.77,122.74
2022-07-19,pm 4:40:50,122.92,122.89,122.85,122.89,122.84,122.9,121.48,122.91,122.88,122.85,122.85,122.84,122.9,122.86,122.88,122.86,122.9,122.87,122.76,122.76
2022-07-19,pm 4:41:00,122.9,122.86,122.86,122.87,122.85,122.87,122.37,122.87,122.86,122.86,122.85,122.84,122.87,122.86,122.85,122.86,122.87,122.87,122.82,122.83
2022-07-19,pm 4:41:10,122.91,122.88,122.86,122.88,122.85,122.87,122.58,122.89,122.86,122.86,122.85,122.84,122.87,122.87,122.87,122.87,122.88,122.87,122.84,122.82
2022-07-19,pm 4:41:20,122.91,122.87,122.85,122.88,122.85,122.88,120.21,122.89,122.87,122.84,122.84,122.84,122.88,122.86,122.87,122.86,122.89,122.86,122.83,122.83
2022-07-19,pm 4:41:30,122.83,122.87,122.86,122.87,122.89,122.86,121.85,122.87,122.85,122.87,122.86,122.86,122.87,122.88,122.85,122.88,122.86,122.89,122.84,122.84
2022-07-19,pm 4:41:40,122.82,122.88,122.89,122.89,122.92,122.89,120.47,122.89,122.88,122.9,122.88,122.89,122.89,122.9,122.87,122.9,122.89,122.91,122.84,122.84
2022-07-19,pm 4:41:50,122.84,122.89,122.9,122.9,122.91,122.9,121.55,122.9,122.89,122.9,122.89,122.89,122.9,122.91,122.88,122.91,122.9,122.91,122.84,122.83
2022-07-19,pm 4:42:00,122.87,122.89,122.87,122.89,122.85,122.88,121.95,122.9,122.88,122.86,122.87,122.85,122.89,122.88,122.87,122.87,122.89,122.88,122.83,122.83
2022-07-19,pm 4:42:10,122.88,122.93,122.91,122.91,122.9,122.91,122.15,122.93,122.9,122.91,122.9,122.9,122.92,122.92,122.92,122.91,122.92,122.92,122.85,122.83
2022-07-19,pm 4:42:20,122.91,122.9,122.88,122.9,122.88,122.89,122.22,122.91,122.88,122.88,122.89,122.87,122.89,122.9,122.89,122.89,122.9,122.9,122.83,122.82
2022-07-19,pm 4:42:30,122.92,122.92,122.91,122.91,122.93,122.91,121.07,122.94,122.9,122.92,122.91,122.91,122.91,122.92,122.91,122.92,122.92,122.93,122.83,122.82
2022-07-19,pm 4:42:40,122.91,122.89,122.89,122.9,122.9,122.9,122.72,122.9,122.9,122.9,122.89,122.89,122.9,122.91,122.88,122.91,122.91,122.91,122.84,122.83
2022-07-19,pm 4:42:50,120.49,122.92,122.91,122.93,122.92,122.93,120.87,122.94,122.92,122.91,122.9,122.9,122.93,122.92,122.92,122.92,122.94,122.93,122.82,122.82
2022-07-19,pm 4:43:00,112.55,122.94,122.92,122.94,122.91,122.95,122.02,122.96,122.93,122.91,122.91,122.9,122.95,122.93,122.93,122.92,122.95,122.93,122.81,122.83
2022-07-19,pm 4:43:10,105.78,122.85,122.83,122.88,122.81,122.88,122.71,122.87,122.87,122.82,122.83,122.8,122.88,122.85,122.85,122.83,122.88,122.84,122.85,122.86
2022-07-19,pm 4:43:20,98.08,122.81,122.8,122.83,122.83,122.81,122.28,122.82,122.82,122.81,122.8,122.8,122.82,122.82,122.8,122.82,122.82,122.83,122.85,122.83
2022-07-19,pm 4:43:30,92.54,122.86,122.83,122.86,122.83,122.86,122.11,122.87,122.85,122.83,125.87,122.82,122.87,122.84,122.85,122.84,122.87,122.85,122.81,122.78
2022-07-19,pm 4:43:40,89.2,122.88,122.86,122.88,122.89,122.87,120.41,122.89,122.86,122.87,122.86,122.86,122.88,122.87,122.87,122.88,122.88,122.88,122.77,122.79
2022-07-19,pm 4:43:50,85.65,122.89,122.88,122.89,122.88,122.89,121.7,122.91,122.88,122.88,122.87,122.87,122.89,122.89,122.88,122.88,122.9,122.9,122.78,122.81
2022-07-19,pm 4:44:00,80.76,122.9,122.9,122.9,122.91,122.89,122.53,122.91,122.88,122.9,122.89,122.89,122.89,122.91,122.89,122.91,122.89,122.92,122.83,122.82
2022-07-19,pm 4:44:10,81.3,122.95,122.92,122.95,122.9,122.95,121.7,122.98,124.48,122.92,122.91,122.9,122.96,122.92,122.95,122.92,122.96,122.93,122.84,122.83
2022-07-19,pm 4:44:20,83.57,122.89,122.89,122.91,122.93,122.9,120.99,122.91,124.15,122.9,122.89,122.89,122.9,122.91,122.88,122.91,122.91,122.92,122.82,122.83
2022-07-19,pm 4:44:30,86.11,122.52,121.41,122.77,118.56,122.93,121.29,122.74,122.75,121.13,121.32,120.05,122.9,121.19,122.68,120.68,122.91,120.55,122.81,122.59
2022-07-19,pm 4:44:40,88.17,117.33,113.28,116.59,109.02,116.24,115.9,114.79,118.43,113.07,114.29,110.63,116.21,115.39,115.11,114.83,116.34,112.22,121.14,116.07
2022-07-19,pm 4:44:50,89.4,112.7,103.76,107.52,104.95,108.07,111.8,105.74,112.32,103.88,109.3,101.4,106.76,110.91,105.5,109.73,108.31,105.21,115.33,106.64
2022-07-19,pm 4:45:00,90.07,107.2,94.86,100.56,100.58,103.29,106.7,99.43,107.46,95.14,104.5,93.6,97.72,105.78,96.62,104.99,103.72,100.56,111.8,96.97
2022-07-19,pm 4:45:10,90.46,101.96,86.55,95.23,96.06,98.9,101.16,93.33,101.44,87.15,99.49,86.74,89.46,101.16,88.65,100.63,99.49,95.79,108.22,88.12
2022-07-19,pm 4:45:20,90.86,97.82,78.83,90.53,92.13,94.2,95.89,87.31,96.69,79.93,94.66,80.85,81.87,96.87,81.6,96.45,95.35,91.31,104.55,85.18
2022-07-19,pm 4:45:30,91.34,93.85,71.33,86.99,88.67,89.98,91.02,84.39,92.08,74.6,90.46,76.56,74.8,92.95,74.55,92.65,91.47,86.98,100.68,83.99
2022-07-19,pm 4:45:40,91.76,90.34,71.04,84.26,88.14,86.22,85.65,81.08,87.39,71.98,87.18,74.09,69.87,90.26,70.26,90.12,88.11,83.1,97.75,84.9
2022-07-19,pm 4:45:50,92.13,89.86,71.07,84.65,90.44,84.8,82.48,81.58,85.24,74.42,86.63,75.65,72.84,89.96,72.56,88.84,87.22,82.28,98.33,83.5
2022-07-19,pm 4:46:00,92.44,89.74,72.11,85.47,91.52,85.07,85.86,83.51,84.79,77.86,86.66,77.71,74.28,89.6,74.93,87.89,87.53,83.33,98.46,83.88
2022-07-19,pm 4:46:10,92.67,89.27,72.96,86.61,90.65,85.62,85.09,85.16,84.84,80.38,86.84,79.37,75.42,88.82,76.88,88.16,88.18,84.79,98.08,87.35
2022-07-19,pm 4:46:20,92.92,89.22,73.33,87.48,89.85,85.64,77.62,85.95,84.96,82.1,86.96,80.31,76.43,88.41,78.29,88.09,88.71,85.66,97.83,89.54
2022-07-19,pm 4:46:30,93.11,89.58,73.72,88.02,88.92,86.09,84.05,86.74,85.38,83.03,87.44,81.38,77.16,88.32,79.74,87.94,88.69,85.76,97.99,91.21
2022-07-19,pm 4:46:40,93.32,89.53,73.67,88.43,88.28,86.35,81.75,87.24,85.87,83.47,87.76,81.67,77.77,88.18,81.47,87.74,88.37,85.63,98.09,92.33
2022-07-19,pm 4:46:50,93.52,89.2,73.83,88.84,88.06,86.46,80.45,87.53,86.03,83.55,88.06,81.87,79.15,88.03,82.75,87.69,88.2,85.71,98.02,92.76
2022-07-19,pm 4:47:00,93.68,89.08,74.25,89.26,87.95,86.75,86.16,87.85,86.26,83.65,88.48,82.24,80.72,88.13,83.86,87.89,88.21,86.01,97.8,93.21
2022-07-19,pm 4:47:10,93.84,89.21,74.93,89.74,87.96,87.2,86.37,88.34,86.71,83.86,88.98,82.67,82.25,88.31,85.06,88.23,88.38,86.43,97.92,94.06
2022-07-19,pm 4:47:20,93.99,89.37,75.66,90.23,87.91,87.68,89.88,88.74,87.22,83.98,89.53,83.01,83.65,88.56,86.28,88.63,88.58,86.97,97.02,85.18
2022-07-19,pm 4:47:30,94.11,89.63,76.45,90.71,88.02,88.21,87.68,89.27,87.7,84.17,90.03,83.26,84.84,88.85,87.39,89.02,88.88,87.45,85.34,77.94
2022-07-19,pm 4:47:40,94.21,89.89,77.64,91.18,88.16,88.68,83.74,89.69,88.16,84.26,90.52,83.52,85.85,89.18,88.44,89.42,89.22,87.96,79.66,72.65
2022-07-19,pm 4:47:50,94.28,90.16,79.46,91.54,88.3,89.11,88.7,90.05,88.6,84.45,90.94,83.75,86.59,89.48,89.39,89.76,89.52,88.47,72.92,68.58
2022-07-19,pm 4:48:00,94.35,90.39,80.75,91.89,88.51,89.52,83.23,90.4,89.06,84.72,91.29,84.05,87.26,89.78,90.19,90.11,89.89,88.89,72.99,65.71
2022-07-19,pm 4:48:10,94.41,90.7,81.73,92.21,88.63,89.89,86.49,90.71,89.41,84.94,91.6,84.31,87.9,90.06,90.87,90.42,90.16,89.32,69.81,63.92
